subject_id,true_preset,evallik_Bari2019,evallik_Hattori2019,evallik_RescorlaWagner,selected_baseline
synth131,RescorlaWagner,0.7604623303342974,0.8007368205344795,0.6152106742361138,Hattori2019
synth132,Bari2019,0.8213690171427638,0.7709048830127465,0.572931767024584,Bari2019
synth133,Hattori2019,0.9435537743427964,0.9468327354121404,0.8617432515394337,Hattori2019
synth134,RescorlaWagner,0.6707631208111948,0.6510428864646232,0.6681121654867237,Bari2019
synth135,Bari2019,0.9586223405814456,0.9417028285722906,0.6453294759702891,Bari2019
synth136,Hattori2019,0.5857743237007351,0.5863821464742289,0.5028427064509559,Hattori2019
synth137,RescorlaWagner,0.7359799692927242,0.7364676016484331,0.6611840861448526,Hattori2019
synth138,Bari2019,0.7396054072618627,0.7167848890410294,0.5588589514762139,Bari2019
synth139,Hattori2019,0.7951444132386595,0.7959595640259983,0.6934196825852508,Hattori2019
synth140,RescorlaWagner,0.8249483832150075,0.8491988796571767,0.5719892281071309,Hattori2019
synth141,Bari2019,0.778630098079581,0.7631248020639311,0.6140496317461387,Bari2019
synth142,Hattori2019,0.5698189150043795,0.570460221619666,0.5048205957752705,Hattori2019
synth143,RescorlaWagner,0.6606713438778766,0.6130470327611527,0.5976877608595685,Bari2019
synth144,Bari2019,0.6345578278241107,0.6528448900223973,0.5403393451359844,Hattori2019
synth145,Hattori2019,0.6661655959950352,0.6859669864378042,0.6255225535019584,Hattori2019
synth146,RescorlaWagner,0.6929905272232741,0.7531449463164447,0.4435752410482282,Hattori2019
synth147,Bari2019,0.6147261890098085,0.6125362405477135,0.5703106284409638,Bari2019
synth148,Hattori2019,0.8862326854805562,0.8888986475022385,0.7776455234010103,Hattori2019
synth149,RescorlaWagner,0.9177686724850148,0.9117749390476756,0.8767058685596409,Bari2019
synth150,Bari2019,0.9266065409378892,0.891603746985014,0.5092810573904689,Bari2019
synth151,Hattori2019,0.7026963846527174,0.7068228845722135,0.5469408226591129,Hattori2019
synth152,RescorlaWagner,0.8294759299880851,0.8397425968280092,0.5155478410657143,Hattori2019
synth153,Bari2019,0.6591523279138718,0.6448253713979443,0.5721300621997878,Bari2019
synth154,Hattori2019,0.8509003374146478,0.8538219061651082,0.7525922790937151,Hattori2019
synth155,RescorlaWagner,0.8073399050487267,0.7964456978025817,0.7777757131806262,Bari2019
synth156,Bari2019,0.9164051122572312,0.9034222767694416,0.6428398840341574,Bari2019
synth157,Hattori2019,0.9020379837955628,0.9085916931469498,0.7080758385240788,Hattori2019
synth158,RescorlaWagner,0.9258197435822704,0.916552309436798,0.8749130910801317,Bari2019
synth159,Bari2019,0.7907268329825761,0.8205040037715687,0.5728783012354607,Hattori2019
synth160,Hattori2019,0.8766256094689496,0.8796066540524957,0.7796764310728778,Hattori2019
synth161,RescorlaWagner,0.90458118688698,0.8993214494921081,0.8374618542460853,Bari2019
synth162,Bari2019,0.9410548692921976,0.915535046317906,0.5461627645614617,Bari2019
synth163,Hattori2019,0.6230561826789741,0.6260520287109342,0.5181661020789978,Hattori2019
synth164,RescorlaWagner,0.7047176101052992,0.6962890551624018,0.7235483349960921,RescorlaWagner
synth165,Bari2019,0.8118966998355082,0.7758241231398302,0.573260048532314,Bari2019
synth166,Hattori2019,0.863742064441796,0.8657785512890527,0.7567098227614302,Hattori2019
synth167,RescorlaWagner,0.7648505059519802,0.7575595705855153,0.7207924545162532,Bari2019
synth168,Bari2019,0.7147588119477782,0.7078784759611919,0.5953231992455197,Bari2019
synth169,Hattori2019,0.6639345715897491,0.6498853572956338,0.6192626830533206,Bari2019
synth170,RescorlaWagner,0.6709527189116312,0.6915431284635728,0.4986118875554133,Hattori2019
synth171,Bari2019,0.5216175553834647,0.5221403244230794,0.4912954778123709,Hattori2019
synth172,Hattori2019,0.7044446812304795,0.7217171397116584,0.6012769272006979,Hattori2019
synth173,RescorlaWagner,0.7414603901930564,0.7771472336568112,0.5328694141284082,Hattori2019
synth174,Bari2019,0.7486429878268841,0.7287345129142393,0.600275375183974,Bari2019
synth175,Hattori2019,0.7905587138031464,0.8083534639054529,0.719735770518867,Hattori2019
synth176,RescorlaWagner,0.9069981709376,0.904460634402071,0.5974446630220284,Bari2019
synth177,Bari2019,0.9407110509850986,0.9200509010956222,0.6221837133830942,Bari2019
synth178,Hattori2019,0.6379417660348617,0.6428746770225623,0.5851804722391482,Hattori2019
synth179,RescorlaWagner,0.6941842200937509,0.7021774221529429,0.5980776492048837,Hattori2019
synth180,Bari2019,0.585266282766272,0.5847440291328625,0.5218673478683616,Bari2019
synth181,Hattori2019,0.6758351699992577,0.6802615997668163,0.5628382857264721,Hattori2019
synth182,RescorlaWagner,0.8139052532853196,0.8158288243693406,0.6024674048828016,Hattori2019
synth183,Bari2019,0.6553994996565683,0.6431657273136805,0.5600688013999597,Bari2019
synth184,Hattori2019,0.8335543687789712,0.8346474781707351,0.7213346175668723,Hattori2019
synth185,RescorlaWagner,0.8510000156037962,0.8573783421884079,0.6558714204125167,Hattori2019
synth186,Bari2019,0.6800992050205816,0.6767326610998334,0.57734276066884,Bari2019
synth187,Hattori2019,0.5879128848741417,0.5913171522201026,0.4870243020287619,Hattori2019
synth188,RescorlaWagner,0.7791670274011969,0.7679368572865758,0.7967993358842165,RescorlaWagner
synth189,Bari2019,0.8157479560072906,0.7911405987233043,0.6433366647616942,Bari2019
synth190,Hattori2019,0.7931088491431646,0.8065446847505928,0.6639026467659113,Hattori2019
synth191,RescorlaWagner,0.7861434090135138,0.7870125526808464,0.6667239821177641,Hattori2019
synth192,Bari2019,0.9602504125553936,0.947751887691191,0.6119758277980374,Bari2019
synth193,Hattori2019,0.8341553747722484,0.8534054033405978,0.7233305956571903,Hattori2019
synth194,RescorlaWagner,0.6998391766179399,0.686411731049432,0.6421945261933665,Bari2019
synth195,Bari2019,0.5319156085584282,0.5331066348858501,0.5056426839378984,Hattori2019
synth196,Hattori2019,0.7091478703254914,0.7100599188466952,0.6312202932751656,Hattori2019
synth197,RescorlaWagner,0.6668200937691064,0.6539168756146758,0.6664307228595019,Bari2019
synth198,Bari2019,0.7563726124768724,0.7384231049478045,0.574089489751823,Bari2019
synth199,Hattori2019,0.6221078168676617,0.6222872385389786,0.5800262696240954,Hattori2019
